region,fam_type,earncomp,bls_urbn,cutenure,age_ref,sex_ref,marital1,educ_ref,inclass,kids,inc,food,house,transport,utili,health,enter
4,7,1,1,4,32,2,5,11,8,1,51302,5600,20648,3632,4164,640,380
2,9,1,1,1,45,1,5,13,9,1,75305,7280,9984,2660,2496,12480,1084
2,7,1,1,1,45,2,3,15,8,1,48194,2640,4696,866.6668,1472,5920,324
1,7,1,1,4,27,2,4,14,5,1,28845,8320,13912,2460,2372,1920,1504
2,7,1,1,4,42,2,3,16,7,1,44890,3640,15716,6884,3272,896,760
3,7,1,1,4,36,2,5,16,9,1,70826,4181.3332,16224,2972,5240,11424,2000
2,7,1,1,4,28,2,3,12,5,1,30702,6753.3332,4670.6668,2300,680,3296,316
1,6,1,2,1,47,1,4,16,9,1,113862,9988,19876,8500,5660,18848,10192
1,7,1,1,1,35,2,3,13,8,1,52460,693.3332,5942.6668,800,988,4160,32
3,7,1,1,2,37,2,5,14,5,1,24683,4992,3696,5872,3164,192,4584
2,7,1,1,1,50,2,3,15,8,1,49317,5900,9901.3332,1592,1256,6160,172
3,7,1,1,1,32,2,5,16,8,1,54902,1213.3332,7585.3332,2280,1340,2784,508
2,7,1,1,1,33,2,3,16,9,1,69444.8,4506.6668,5373.3332,1368,1124,2144,1608
4,3,1,1,4,49,1,1,10,8,1,53660.4,7800,42068,1440,3600,22272,600
1,3,2,1,2,45,2,1,13,9,1,119902,6428,15720,8824,4156,25296,2676
4,3,2,1,1,46,2,1,13,8,1,59923.4,4774.6668,7194.6668,16176,1832,5120,80
3,3,2,1,1,42,1,1,15,9,1,109068,12133.3332,11984,8097.3332,4960,1920,2400
4,3,2,1,1,35,2,1,13,9,1,113143,1733.3332,9660,1332,1488,3200,548
4,3,2,1,4,39,1,1,13,9,1,111048,16416,22440,8348,5640,5600,2104
4,3,2,1,4,27,2,1,13,8,1,55274.4,8196,25680,83020,3236,480,3612
1,3,2,1,1,34,1,1,13,9,1,107244,20184,17580,7688,7440,2880,1996
3,3,2,1,4,33,2,1,15,6,1,44030,3640,15456,1936,3320,16320,564
4,3,2,1,1,37,1,1,15,9,1,99008,3786.6668,7569.3332,1108,1388,1600,336
4,3,2,1,4,45,1,1,15,7,1,46341.6,6933.3332,23524,4253.3332,6296,5024,2692
1,3,1,1,1,46,1,1,16,9,1,113850,6933.3332,21103.3332,2080,2900,9600,180
3,3,1,1,4,35,1,1,10,1,1,4330,7800,10904,1652,3240,6795.2,316
4,3,2,1,1,39,2,1,14,8,1,60604,3701.3332,9574.6668,6076,3056,688,1096
1,3,2,1,2,46,1,1,16,9,1,200696,14944,40777,16464,8820,11680,11148
1,3,1,1,4,41,1,1,13,5,1,31634,7280,12648,1272,1396,1168,140
1,3,2,1,1,36,1,1,13,9,1,143671,5633.3332,6248,1776,1720,7632,1256
2,2,2,1,1,34,2,1,15,9,1,223199,6266.6668,10241.6668,2936,1360,2981.3328,3940
3,3,2,1,4,30,2,1,13,8,1,66496,5373.3332,17202.6668,3237.3332,1528,22400,800
1,3,2,1,1,37,1,1,12,9,1,167859,24968,23933.3332,11804,1772,1600,7592
1,3,2,1,1,43,2,1,16,9,1,109343.6,9056,27860,7568,3304,17760,13568
1,3,2,1,1,43,2,1,15,9,1,111466.6,3356,12250.6668,2677.3332,2028,32320,3076
3,3,2,1,4,30,2,1,12,8,1,52163.8,10508,17796,3416,4116,15105.6,624
2,3,2,1,1,43,1,1,12,9,1,119637.4,9880,15482.6668,6913.3332,4216,21600,2700
2,3,2,1,1,51,1,1,15,9,1,147570.2,4073.3332,8868,10060,1216,12320,3200
2,3,2,1,1,41,1,1,12,6,1,38367.6,6240,11104,1480,5304,6656,1116
2,3,2,1,1,37,2,1,16,9,1,175676,9080,40652,143892,4664,79840,6552
1,3,2,1,4,38,2,1,14,9,1,71171.2,5026.6668,4520,344,840,730.6672,524
4,3,2,1,1,39,2,1,15,9,1,169562.8,7730.6668,16033.3332,4177.3332,3568,7200,3164
4,3,2,1,1,31,2,1,15,9,1,174155,8333.3332,13417.3332,3828,4068,2720,1800
3,3,2,1,1,44,2,1,15,9,1,120916.8,10881.3332,23381.3332,17718.6668,4680,21728,4240
2,3,2,2,1,40,1,1,14,9,1,111693,8126.6668,42528,17740,2140,35840,2360
2,3,2,2,4,30,1,1,14,8,1,68647.4,5546.6668,12284,4732,3724,17333.3328,3060
2,3,2,1,1,36,1,1,14,8,1,59469,1300,7605.3332,1096,1796,1280,400
2,3,2,1,1,39,2,1,14,9,1,115752,2964,3458.6668,2405.3332,1848,10901.3328,780
3,3,2,1,1,38,1,1,16,9,1,105294.8,2973.3332,7412,9200,2320,2240,924
2,3,2,2,1,38,1,1,12,8,1,59990,2686.6668,6490.6668,1200,1280,2112,952
4,3,2,1,1,34,2,1,14,6,1,44296,3682.6668,8102.6668,1224,2412,15520,40
2,3,2,1,1,35,2,1,13,9,1,110564,13920,20261.3332,8589.3332,4704,14560,8512
3,3,2,1,2,62,1,1,14,9,1,96266,1906.6668,5676,3672,2928,25680,32
2,3,2,1,1,39,1,1,15,9,1,104123,11005.3332,23896,8320,2768,36720,2436
3,3,2,1,1,48,1,1,15,9,1,124384,2913.3332,13644,1600,2420,3200,80
2,3,2,1,1,34,2,1,14,8,1,55375,8840,12128,4672,6276,32272,6224
4,3,2,1,1,31,1,1,12,8,1,61605.4,7040,27828,6880,6248,19136,864
4,2,2,1,1,29,1,1,13,6,1,41407.2,8052,18572,5592,3708,13104,564
2,3,1,1,1,47,1,1,16,9,1,111844,24872,29212,4440,2860,13600,3860
3,3,2,1,1,43,2,1,13,9,1,160457,8493.3332,16685.3332,3460,3840,23520,3904
2,2,2,1,1,33,2,1,15,8,1,66987.2,10400,25565,1200,3600,24960,1476
4,2,2,1,1,39,2,1,15,9,1,90836,6933.3332,9309.3332,2800,1624,11264,1908
2,3,1,1,1,28,1,1,14,8,1,63920.8,5960,49784,182944,5704,59776,3088
4,3,2,1,1,51,1,1,15,9,1,98853,8424,24788,5468,6124,56400,3764
3,3,2,1,1,32,1,1,12,8,1,61313,6933.3332,11141.3332,3876,3092,12800,12
1,3,2,1,4,52,1,1,15,7,1,47089.6,8442.6668,13272,5992,3592,6144,476
3,3,2,1,2,29,1,1,14,8,1,59982.2,3526.6668,4366.6668,2384,3208,12800,584
4,3,2,1,1,31,2,1,15,8,1,63620,15093.3332,15714.6668,4400,2480,13866.6672,4808
3,3,2,1,2,36,1,1,15,7,1,45137.4,14800,8360,9708,3960,25248,2728
3,2,1,1,1,41,1,1,15,9,1,89279,8406.6668,5418.6668,4040,2560,9008,640
3,3,2,1,1,41,1,1,15,9,1,94484,4333.3332,12198.6668,2496,1800,10229.3328,600
4,2,2,1,1,41,1,1,12,9,1,92307,2773.3332,5825.3332,1092,1824,23056,540
3,3,2,1,2,44,2,1,11,8,1,63946,8320,12013.3332,1352,3980,3200,240
4,3,2,1,1,44,1,1,13,9,1,90866.6,10400,13165.3332,2504,4768,17072,4976
2,3,2,1,4,32,2,1,13,6,1,43382,7280,11700,3576,3920,24635.2,3624
3,2,2,1,1,29,2,1,15,8,1,58892.6,9880,29896,4452,3088,7808,1536
2,3,2,1,4,39,2,1,13,4,1,27538.2,2426.6668,6872,2214.6668,1328,3356.8,444
3,3,2,1,1,39,1,1,15,9,1,100369.2,13449.3332,23756,5570.6668,3596,7360,3824
4,3,2,1,4,45,2,1,14,9,1,137380,27040,28644,1200,4320,3744,576
3,3,2,1,1,29,2,1,14,9,1,80007,3726.6668,6129.3332,1976,944,12688,420
2,3,2,1,1,42,2,1,16,9,1,151526.2,8834.6668,29469.3332,6228,6072,21536,5693.3332
4,3,2,1,1,35,1,1,13,7,1,48662,4160,12056,4188,2900,15520,1760
3,3,2,1,1,48,1,1,12,9,1,76782,6480,19932,6940,3040,33552,2032
3,7,1,1,4,37,2,1,12,5,1,30047,7453.3332,10640,2700,3400,11676.8,960
3,7,1,1,4,47,2,3,14,6,1,38222,12133.3332,18732,1600,3052,16480,1520
2,6,1,1,1,44,1,3,15,6,1,40434,1473.3332,3312,420,1132,6448,468
3,7,1,1,4,29,2,5,11,5,1,27418,8493.3332,2760,2624,1896,3840,616
4,7,1,1,4,44,2,1,13,9,1,102689,13408,52876,21536,6064,16000,20892
3,7,1,1,4,29,2,3,10,5,1,33903,8272,11288,60,2988,4608,576
1,7,1,1,4,32,2,4,15,7,1,48531,2080,16332,4414.6668,3588,4853.3328,1392
4,7,1,2,4,31,2,5,12,4,1,22998,6933.3332,3720,1160,840,2560,520
1,7,1,1,4,34,2,5,13,5,1,38583,2944,3214.6668,460,560,3200,420
4,9,1,1,1,59,2,3,13,7,1,47479.6,6066.6668,25609.3332,2465.3332,5880,10160,1260
2,7,1,1,4,40,2,3,15,4,1,24285,3813.3332,5352,3520,2696,14923.7328,264
1,7,1,1,1,34,2,5,14,8,1,56669,3380,31440,4252,7232,8832,2216
4,5,1,1,4,57,1,1,12,9,1,100686,16940,45388,4392,5944,16480,1104
3,4,2,1,4,40,2,1,12,9,1,70320.8,3466.6668,5356,512,1052,3392,588
2,7,1,1,4,33,2,3,14,8,1,57973,5706.6668,12624,2656,3196,2080,1068
3,7,1,1,1,38,2,5,14,5,1,28942.2,7106.6668,11085.3332,3804,2904,3680,1032
3,7,1,1,4,41,2,3,13,5,1,23618,12301.3332,16384,10740,3884,1440,1532
4,5,2,1,1,63,2,1,15,9,1,85844.6,1333.3332,6916,1860,1932,8133.3328,1032
2,5,2,1,1,36,1,1,16,9,1,163744.2,24840,36408,5540,5300,47115.2,1312
4,5,1,1,4,37,1,1,11,7,1,50362,2340,3924,480,460,320,20
3,3,2,1,1,36,1,1,16,9,1,138773,6708,7492,1460,2220,11648,984
3,9,1,1,4,43,2,3,13,8,1,53390.4,34268,17704,1680,480,9984,252
3,3,2,1,1,40,1,1,13,9,1,134103.6,20236,25984,5568,5784,16016,2736
4,3,1,1,1,35,1,1,16,8,1,57765.2,6808,11680,2808,2156,23280,656
4,3,2,1,4,32,2,1,13,8,1,53460,4506.6668,14940,41696,2300,10400,800
2,3,2,1,4,35,2,1,14,8,1,63712,8736,18988,5896,5100,30720,1284
2,3,2,1,2,37,2,1,12,6,1,41899,2912,11948,13908,3840,5035.2,1860
4,3,2,1,1,40,2,1,15,6,1,44023.2,2912,8293.3332,1600,3360,17760,64
2,9,1,1,1,49,2,5,12,7,1,46913,4706.6668,10292,2662.6668,7176,6880,64
4,3,2,1,1,33,1,1,15,9,1,97326,9880,20668,5372,3264,17008,1788
3,3,1,1,1,39,1,1,15,8,1,58039,3897.3332,3556,2792,1520,3674.6672,92
2,3,2,1,1,37,1,1,15,9,1,106785,2406.6668,8956,680,1436,8720,8
3,3,2,1,2,40,2,1,10,5,1,36054,13860,3940,72328,600,8320,1080
1,3,2,1,1,41,2,1,13,8,1,61681,4160,8402.6668,2688,3128,3946.6672,7860
3,9,1,1,4,48,2,4,14,6,1,44981,5893.3332,34674.6668,1240,4336,4640,10944
4,5,2,1,4,29,2,1,13,9,1,90101,3380,17056,4920,3684,4992,1568
3,3,1,1,4,41,1,1,13,8,1,55823,9100,21960,71300,4740,19680,3700
4,3,2,1,4,30,1,1,12,5,1,29594.6,10816,22068,4852,3060,240,1384
3,5,2,1,1,59,2,1,12,8,1,65526,11960,9632,25832,3324,10640,2800
3,7,1,1,4,35,2,5,13,7,1,53523.4,433.3332,4480,952,1400,938.6672,120
1,3,2,1,4,41,2,1,14,8,1,65030,8320,23540,7276,3928,16880,9280
2,3,1,2,1,32,1,1,10,8,1,59018,4160,19456,200,60,9120,100
3,4,2,1,4,41,1,1,15,9,1,99326.8,9706.6668,15958.6668,3210.6668,3484,24000,4360
4,6,1,1,4,39,1,4,13,8,1,68899,8633.3332,15756,3632,3040,8640,1440
4,3,2,1,1,36,2,1,16,9,1,174907,7800,18414.6668,4192,6496,24320,1452
3,5,2,1,1,59,1,1,15,9,0,150559.2,4853.3332,6212,936,2788,3356.8,1100
1,4,2,1,4,28,1,1,11,5,0,31111,2340,3040,206.6668,240,6713.6,332
3,4,2,1,2,58,1,1,15,9,0,118026,9360,21384,5108,8040,29888,2444
3,5,1,1,2,63,2,1,12,9,0,90832.8,5200,15933.3332,4316,2632,11094.4,680
2,1,1,2,2,56,1,1,12,9,0,76806.4,4840,21041.3332,54880,3392,31200,912
4,1,2,1,4,38,2,1,13,9,0,63146.2,13000,19608,6500,2520,16800,2544
3,1,2,1,1,53,1,1,12,8,0,54451,1473.3332,4070.6668,6672,1148,3760,208
2,1,2,1,1,57,2,1,15,9,0,63036.8,8320,12372,7420,6592,25632,1200
2,1,2,1,1,62,1,1,14,8,0,49589,4853.3332,10922.6668,5472,3712,12412.8,1356
4,1,2,1,1,48,1,1,15,9,0,65179.8,8320,18224,11048,4044,47280,600
3,9,1,1,1,56,2,3,12,3,0,14654,1300,1562.6668,320,948,4035.7328,392
4,1,2,1,1,59,2,1,15,9,0,139248.2,7280,10708,3648,1716,7776,1808
4,1,2,1,1,62,1,1,13,8,0,55117,1820,4544,1104,1320,5146.6672,260
2,1,2,1,2,54,2,1,12,7,0,43605,6240,12572,2084,1824,1024,2148
4,1,2,1,2,51,2,1,12,7,0,37004,1768,2589.3332,3372,1080,640,824
3,1,2,1,4,34,1,1,16,7,0,45292,8164,17264,2632,1320,15600,1092
3,1,2,1,1,58,1,1,12,8,0,43177,4506.6668,8465.3332,115394.6668,3492,10538.6672,1712
3,1,2,1,1,55,2,1,14,9,0,124540,3986.6668,14014.6668,8326.6668,3620,28885.3328,740
2,1,2,1,1,55,2,1,13,9,0,112120.8,19760,21892,5896,3772,2272,2928
3,1,1,2,2,57,1,1,16,7,0,47119,7700,6418,17924,3436,25387.2,1928
3,1,2,1,1,42,1,1,16,9,0,126914,12220,35440,1420,4028,31728,1260
1,1,2,1,2,53,2,1,13,9,0,131594,8060,13888,3852,7988,87760,3168
3,1,2,1,1,33,1,1,16,9,0,98605.4,4980,7261.3332,4332,1420,2773.3328,2988
3,9,1,1,4,48,2,3,12,7,0,42291,1993.3332,2660,468,1064,1678.4,360
1,1,2,1,1,63,2,1,13,9,0,87799,2097.3332,3089.3332,808,1056,11701.3328,880
2,1,2,1,1,35,2,1,15,9,0,76763.4,6424,10554.6668,3620,1176,1280,1276
2,1,2,2,1,49,2,1,12,8,0,62744.6,5460,15412,3772,5632,22272,7484
3,1,1,1,4,29,1,1,12,6,0,35408.8,6760,6772,8417.3332,3580,16000,312
4,1,2,1,4,36,1,1,16,9,0,75205,1822.6668,4464,2762.6668,860,9040,120
3,1,2,1,2,45,2,1,13,8,0,55331,5200,1040,129976,720,20800,624
2,1,2,1,1,61,1,1,16,9,0,113691,4954.6668,20046.6668,12565.3332,3468,13098.6672,1440
1,1,2,1,1,54,1,1,14,9,0,84201,5893.3332,6906.6668,8673.3332,3028,15754.6672,1496
3,1,2,1,1,59,2,1,16,9,0,137470,7626.6668,25967.3332,4726.6668,4980,24480,600
3,1,2,1,1,56,2,1,15,9,0,100209,11440,19108,4036,5848,25568,1832
3,1,2,1,2,39,1,1,14,9,0,87034.6,7964,5760,5420,3180,15600,19056
2,1,2,2,2,61,1,1,12,7,0,41918.6,4160,3440,800,2196,12800,1024
3,1,2,2,1,47,2,1,14,9,0,67583,7280,9912,2400,6780,15600,1392
4,1,2,1,2,59,1,1,12,9,0,74786,5000,8053.3332,6433.3332,3776,2784,3188
4,9,1,1,1,54,1,5,14,9,0,99850,5772,95500,8840,4356,25904,5312
3,9,1,1,1,64,2,3,14,7,0,44915,2946.6668,6658.6668,1009.3332,2200,3422.4,416
3,9,1,1,4,59,2,5,15,5,0,29687,4056,11232,4280,1812,480,360
4,1,2,1,4,30,1,1,16,9,0,91234.2,1906.6668,6376,2614.6668,1432,3573.3328,1140
3,1,2,1,1,61,2,1,12,8,0,55104.4,5720,9544,2596,6232,9728,1308
3,1,1,1,4,42,1,1,12,7,0,43037,8320,16064,5188,4440,18720,840
2,1,2,1,2,51,2,1,12,9,0,80692,3640,18232,9536,3732,32880,1104
3,9,1,1,2,62,1,5,15,8,0,51901.2,2841.3332,5305.3332,600,1080,1678.4,308
1,1,1,1,1,59,2,1,13,8,0,49146.2,7800,8609.3332,4266.6668,3548,4320,5016
3,1,2,1,2,54,1,1,13,9,0,187752,1733.3332,13706.6668,60800,924,9013.3328,720
4,1,2,2,2,59,2,1,15,7,0,44126.6,2761.3332,2966.6668,2538.6668,1280,17600,740
1,1,2,1,4,30,1,1,13,7,0,37667,10700,12992,9032,516,14304,340
3,1,2,1,1,28,1,1,13,9,0,68396,2340,6161.3332,2566.6668,1836,1520,1356
3,1,2,1,1,60,2,1,13,9,0,74492,3830.6668,15413.3332,6200,2756,9248,1364
2,1,2,1,2,60,1,1,13,5,0,22155,4160,7486.6668,1032,2996,4320,1792
4,1,1,1,2,55,1,1,15,9,0,74916,7880,52024,9072,5712,76864,3032
3,1,1,1,2,62,1,1,13,9,0,84086.4,4333.3332,4213.3332,10196,2880,33541.3328,216
3,1,2,1,1,46,1,1,16,9,0,128626,6500,32132,7060,10000,31200,3696
2,1,1,2,2,64,2,1,15,8,0,59330,5026.6668,3816,3880,1368,36348.8,256
3,1,2,1,1,43,2,1,16,9,0,108762,4316,32636,3512,6756,13152,2492
2,1,1,1,1,54,1,1,11,8,0,57919,4680,7120,2552,4640,13675.2,1104
4,1,2,1,1,48,1,1,14,9,0,113363,10546.6668,11157.3332,10020,3664,44992,2064
1,1,1,2,4,59,2,1,12,6,0,38256,2340,3820,784,380,1088,444
1,1,2,1,1,38,1,1,13,8,0,46287,8666.6668,23820,10453.3332,4180,4800,7536
3,1,1,1,2,59,2,1,13,7,0,40583,4680,2776,560,1320,23090.1328,1868
4,1,2,1,1,62,1,1,15,9,0,130273.8,16400,52668,31480,6284,880,8000
3,1,1,1,1,57,1,1,16,9,0,123645,11960,30800,1856,3680,20395.2,1020
4,1,2,1,2,58,1,1,12,9,0,89826,2673.3332,7581.3332,3161.3332,3660,4320,292
3,1,1,1,1,36,1,1,12,8,0,57031,2946.6668,8864,909.3332,2600,10053.3328,432
3,1,1,1,1,56,1,1,12,1,0,4800,606.6668,2347.3332,6880,992,3882.6672,260
2,9,1,1,1,43,2,5,16,8,0,56857,3570.6668,7754.6668,2102.6668,2600,5200,1404
1,1,2,1,4,36,2,1,15,9,0,111003.8,2253.3332,4836,1176,1028,9760,892
4,1,2,1,1,44,1,1,14,9,0,129774,8213.3332,36086.6668,15969.3332,2352,16725.3328,1732
3,1,2,1,4,50,1,1,13,8,0,60892,2773.3332,10012,1600,2252,10400,1168
2,1,2,1,2,55,2,1,13,9,0,98868,1733.3332,3190.6668,832,1984,3120,660
3,1,2,1,2,57,2,1,13,9,0,146311,9008,13952,14348,6680,35840,4000
4,1,1,1,2,53,2,1,12,6,0,36856,2340,10624,2184,3824,60448,1888
4,9,1,1,2,59,2,3,13,8,0,55785,2869.3332,16137.3332,1457.3332,2576,16227.7328,2260
2,9,1,1,4,47,1,5,13,7,0,43926,1386.6668,6936,560,1896,3676.8,632
3,1,2,1,1,42,1,1,14,9,0,96290,14740,40672,12388,8940,16352,11864
4,1,2,1,1,55,1,1,15,9,0,111714.6,4926.6668,12218.6668,3764,1532,2357.3328,1664
3,1,2,2,1,60,1,1,14,9,0,74714.2,1213.3332,2082,432,488,4800,180
3,1,2,1,4,56,1,1,14,9,0,97062,8320,17940,6440,2940,2400,1440
4,1,1,2,1,63,2,1,15,7,0,42398,2226.6668,10817.3332,1596,1028,19278.4,4960
2,1,2,1,4,59,2,1,15,7,0,38710,1126.6668,3386.6668,1004,760,4373.3328,600
4,1,2,1,2,53,1,1,15,9,0,93020.6,7453.3332,11773.3332,4040,5840,6400,1352
2,1,2,1,4,58,1,1,12,6,0,29607,3120,7264,32756,816,9056,504
1,1,2,1,2,59,1,1,13,9,0,85855,11360,18192,105380,8220,19200,1712
4,1,2,1,1,44,1,1,13,9,0,128789,7730.6668,13420,8933.3332,2808,10400,320
1,1,1,1,2,64,2,1,12,8,0,59909,4373.3332,16845.3332,3860,2700,6956.8,10540
4,1,2,1,1,52,2,1,13,9,0,112901,5200,8109.3332,7600,2272,24000,620
2,1,2,1,2,60,2,1,12,5,0,20080,3169.3332,3533.3332,2204,1286.6668,3584,792
2,1,2,1,4,27,2,1,15,9,0,68162,3073.3332,3354.6668,676,780,11056,2512
4,1,1,1,2,60,2,1,15,9,0,73125,1300,6028,346.6668,1044,11230.4,1888
3,1,2,1,2,49,2,1,13,9,0,92097,3986.6668,3252,2400,2392,18912,712
1,1,2,1,4,42,1,1,16,9,0,122967,7956,18664,7513.3332,2220,3466.6672,3360
3,1,2,1,1,30,1,1,15,9,0,85598,11246.6668,7152,2001.3332,2136,96202.6672,7324
2,1,2,1,1,45,2,1,12,9,0,154681.8,18200,56952,7996,2672,23744,16368
2,1,2,1,1,28,2,1,15,9,0,68403,8320,26048,3492,2904,11520,6636
4,9,1,1,2,44,1,5,13,6,0,30736.2,3640,8210,2932,2736,1920,1840
4,1,2,1,1,33,1,1,16,9,0,84446,1993.3332,27228,280,792,1733.3328,564
4,1,2,1,2,52,2,1,15,9,0,122862.2,13260,9592,5596,4572,10288,88
3,1,1,1,2,63,1,1,12,8,0,56314.2,1716,2749.3332,2336,1756,13987.7328,160
2,9,1,1,1,59,2,3,16,9,0,67752.8,14560,46584,6060,9988,13200,3516
4,1,2,1,2,52,2,1,12,7,0,39325,10400,7620,4896,3480,7536,4296
2,1,2,1,1,63,1,1,16,9,0,79957.8,4496,15652,3188,6412,96,2464
3,1,2,1,1,52,1,1,11,9,0,127160.8,12220,16320,6080,4176,19136,960
3,1,2,1,2,52,1,1,14,9,0,95517,780,1375.3332,800,1198.6668,7424,200
1,9,1,1,1,37,1,5,15,9,0,66857,3813.3332,6020,852,1448,1077.3328,900
3,1,2,2,2,46,2,1,15,9,0,63306,3466.6668,2261.3332,5888,1532,6560,440
1,1,1,1,2,55,1,1,13,9,0,83286,21860,24900,14060,3380,6736,4900
4,1,2,1,4,30,1,1,16,9,0,82853,44856,29324,19080,3112,2640,11932
3,1,1,1,1,57,2,1,16,9,0,89971,5720,30372,4600,4488,20555.2,1668
3,1,2,1,1,55,1,1,16,9,0,203886,1733.3332,14825.6668,456,1220,6976,564
3,1,2,1,2,45,2,1,13,9,0,160359.6,1300,8096,6424,6216,37355.2,1704
2,9,1,1,2,46,1,5,12,8,0,57425.8,3900,11536,4708,4580,5035.2,504
1,9,1,1,2,52,1,5,12,9,0,76878,6760,8520,2780,2720,12715.2,2180
3,1,2,1,4,57,1,1,12,9,0,75921,5269.3332,7488,2800,2200,16320,2256
4,1,2,1,2,54,2,1,15,9,0,116227,11426.6668,9178.6668,2642.6668,4336,15616,3824
1,1,2,1,1,47,2,1,16,9,0,139111,3617.3332,17358.6668,92,964,320,1400
2,1,2,1,1,46,1,1,12,9,0,95862.4,4160,7908,2400,2728,19829.3328,1568
2,1,2,1,1,62,1,1,12,9,0,90548,1386.6668,2140,400,660,1678.4,768
4,1,1,2,1,63,1,1,12,6,0,34765,2253.3332,6940,3760,924,2912,680
1,1,2,1,4,51,1,1,12,9,0,70469,3986.6668,11044,9470.6668,2180,28181.3328,2120
2,1,2,1,1,59,2,1,14,9,0,115280.4,14520,11174.6668,11404,4212,15669.3328,520
1,1,2,1,2,60,1,1,16,9,0,210085,7280,29015.3332,2364,2740,43200,64
1,1,2,1,1,58,2,1,13,9,0,84098,6760,34724,4280,4748,12667.2,2320
3,1,2,2,1,48,2,1,12,9,0,80080,4333.3332,6562.6668,7104,3616,16800,500
3,9,1,1,2,60,1,2,12,8,0,61488,1386.6668,7447.3332,640,1380,8611.7328,280
4,1,2,1,2,39,2,1,12,6,0,28382.6,3640,6640,320,1480,4160,400
4,9,1,1,4,61,1,2,12,7,0,40870.2,8320,9420,2616,1400,5755.2,1368
3,9,1,1,1,58,1,5,16,8,0,55329,2426.6668,2905.3332,437.3332,868,7278.4,260
2,9,1,1,4,28,2,5,12,6,0,34224.8,2380,9696,3638.6668,1760,6556.8,2000
3,1,2,1,1,53,2,1,14,9,0,152700,5968,17878.6668,4513.3332,2956,18400,1800
1,1,2,1,1,62,1,1,12,9,0,67028,5069.3332,9528,3618.6668,2408,22053.3328,792
2,1,1,1,2,58,1,1,16,9,0,97417.8,3986.6668,7417.6668,1300,1400,400,300
3,1,2,1,1,48,2,1,12,8,0,53026.2,3220,19146.6668,1616,1600,5013.3328,424
2,1,1,1,2,61,2,1,15,6,0,32809,1040,2521.3332,816,1020,878.4,364
4,1,1,1,1,60,2,1,13,9,0,71727.6,4853.3332,17478.6668,4298.6668,4400,15360,4920
2,1,1,2,1,47,2,1,12,7,0,45641.4,3380,5456,9520,2804,32571.2,764
2,9,1,1,4,41,1,3,12,5,0,30702,5200,10100,7120,1180,5035.2,1120
3,1,2,1,4,63,1,1,15,9,0,66462,12180,46796,6064,4032,7312,1908
2,1,2,2,2,59,2,1,14,9,0,88672.4,8960,12094,1960,8056,76800,2144
1,1,2,1,1,56,2,1,13,8,0,58490.4,3620,10016,5220,3452,1920,3028
3,9,1,1,1,64,2,3,15,9,0,60894,4160,5892,1920,2628,7088,1452
3,1,2,1,2,56,1,1,15,8,0,58957,4853.3332,8846.6668,3880,2868,4714.6672,636
3,1,2,1,4,33,2,1,15,9,0,73862,26360,17940,6880,2040,1200,3640
3,1,2,1,1,54,2,1,12,9,0,192243.8,2080,5236,264,1240,7600,452
4,1,2,1,2,58,1,1,15,9,0,157121.8,2946.6668,3813.3332,1400,1800,7280,240
1,1,2,1,1,55,2,1,15,9,0,134524,13200,33604,5260,8040,26624,2940
2,1,2,1,1,54,1,1,15,9,0,147868,8586.6668,10536,2428,3668,15440,6076
4,1,2,1,4,50,1,1,15,9,0,115304,2080,4580,1400,784,1440,1120
1,1,2,1,1,53,1,1,15,9,0,107433.2,26060,39821,15364,8644,3200,23748
3,1,2,1,1,47,2,1,14,9,0,87979,12533.3332,12834,3026.6668,1784,8480,944
2,1,2,1,4,28,1,1,15,8,0,53759,2600,6872,1206.6668,584,23530.6672,32
2,1,2,1,2,52,2,1,12,9,0,101776,2686.6668,3332,653.3332,952,3354.6672,360
3,1,2,1,2,61,1,1,15,6,0,32270,2080,4120,2160,3120,416,824
3,1,1,1,2,64,2,1,13,8,0,55726,5320,8174.6668,2094.6668,4844,14364.8,1860
2,1,2,1,1,50,1,1,16,9,0,115685.8,9738.6668,16729.3332,9980,2716,2880,3560
2,1,2,2,2,53,1,1,13,8,0,63051,5360,6176,6768,3776,14400,4468
2,1,2,1,4,53,1,1,16,9,0,124622,13797.3332,58854.6668,19826.6668,2000,7248,1796
3,1,2,1,2,56,2,1,12,9,0,72258.8,10240,30273,2840,10400,944,960
3,1,1,1,2,32,1,1,15,9,0,99789,10920,25040,2420,4680,8848,2400
3,1,2,1,2,53,2,1,12,6,0,32391.6,5720,4528,29044,3624,18304,984
2,9,1,1,4,53,2,3,15,6,0,34727.2,1265.3332,7122.6668,1648,1292,11120,472
1,1,1,1,1,62,2,1,12,9,0,82154,7440,27740,9980,3744,16048,1820
3,1,2,1,2,62,2,1,13,9,0,82296,6528,17756,3004,2128,22592,1264
2,1,1,1,1,56,2,1,12,8,0,55130,3126.6668,3510.6668,2180,1200,6446.4,592
3,1,2,1,1,55,1,1,13,9,0,90844.8,2166.6668,5218.6668,1052,1892,6400,844
3,1,1,1,2,55,2,1,15,9,0,115816.2,6760,16796,6040,7980,16800,900
1,1,2,1,1,62,1,1,16,6,0,36409,2166.6668,15345.6668,504,1180,28800,1260
2,9,1,1,4,58,2,5,15,8,0,51827.4,5540,24540,5464,2764,22251.2,3560
4,1,2,1,1,61,1,1,12,9,0,66317,2446.6668,7834.6668,4646.6668,784,16032,3716
